1577797205 1672491596 1663022156
79 1577815450 1660936577 713
80 1577804721 1662855317 686
81 1577824149 1578337638 2
82 1577824454 1643897579 26
83 1577804926 1659927460 41
84 1577824826 1663020624 849
85 1577824859 1662922560 796
86 1577825066 1662636447 294
87 1577820242 1663006309 806
88 1577825845 1604785395 24
89 1577826044 1625785828 22
90 1577826294 1652987004 64
91 1577801329 1663009797 12206
92 1577806171 1662938455 729
93 1577806727 1662684992 321
94 1577826601 1577826601 1
95 1577826745 1632834325 5
96 1577819613 1661958798 225
97 1577801327 1662949537 5439
98 1577827777 1656790294 57
99 1577827933 1661905757 70
100 1577828140 1577828140 1
101 1577828205 1590165406 2
102 1577828302 1610735920 22
103 1577829004 1661633290 12
104 1577829005 1656481338 11
105 1577829055 1609467240 2
106 1577829372 1661031536 93
107 1577830149 1591940595 3
108 1577806205 1662719362 296
109 1577831043 1650584818 3
110 1577831202 1661733349 100
111 1577831408 1662850641 137
112 1577797743 1663016502 4609
113 1577831575 1659571709 176
114 1577831706 1662835683 57
115 1577811646 1662317519 599
116 1577831944 1660002111 19
117 1577832000 1661962473 40
118 1577832165 1662478138 793
119 1577832448 1577832448 1
120 1577832675 1662659979 105
121 1577832762 1659990773 9
122 1577814213 1662777871 166
123 1577832829 1633106190 2
124 1577822697 1663021480 5410
125 1577832889 1659236646 6
126 1577833025 1662841028 266
127 1577833025 1646708797 44
128 1577833293 1583431788 6
129 1577833305 1662765368 398
130 1577833366 1654727859 8
131 1577833405 1651836233 54
132 1577833451 1661275537 76
133 1577833705 1609512070 7
134 1577833932 1649265437 44
135 1577833945 1662924220 34
136 1577833988 1662748155 697
137 1577834072 1661461425 8
138 1577834120 1662908244 81
139 1577834230 1662934562 41
140 1577834374 1648569781 5
141 1577834384 1657200247 16
142 1577834406 1649623210 30
143 1577834526 1662437278 91
144 1577834731 1659794232 171
145 1577834831 1662769317 987
146 1577820857 1662998494 1344
147 1577834873 1662822273 120
148 1577812750 1663006612 642
149 1577834888 1662992823 252
150 1577799264 1663008154 2511
151 1577817736 1663013610 2922
152 1577835078 1581783156 3
153 1577828112 1661050939 233
154 1577835233 1662477225 22
155 1577835253 1663006385 1527
156 1577835304 1660574026 51
157 1577835360 1625348067 13
158 1577835376 1662087477 127
159 1577835461 1662663278 258
160 1577798165 1662958453 434
161 1577835522 1662586692 155
162 1577835587 1657498350 53
163 1577835641 1658541477 45
164 1577835654 1662330213 55
165 1577835677 1658838764 398
166 1577835691 1578795991 3
167 1577813846 1663001255 731
168 1577835841 1614624719 13
169 1577835900 1662499854 671
170 1577835906 1662683609 466
171 1577800030 1662980031 342
172 1577807757 1662978521 3403
173 1577836079 1657662693 70
174 1577836147 1661617378 22
175 1577836191 1647917295 21
176 1577836219 1661489620 68
177 1577836283 1642189481 16
178 1577836295 1639885442 18
179 1577836318 1662889693 130
180 1577836328 1635041140 13
181 1577806187 1662333854 351
182 1577836448 1659756183 29
183 1577812346 1660864065 93
184 1577836501 1661948437 64
185 1577836592 1662323222 824
186 1577836654 1662918646 523
187 1577836673 1658603476 78
188 1577806339 1662930428 1202
189 1577836991 1662938255 111
190 1577837298 1662211771 429
191 1577799315 1663008778 643
192 1577837463 1635938468 13
193 1577837530 1656412766 4
194 1577838003 1662982540 273
195 1577838013 1662226004 217
196 1577838056 1662949405 191
197 1577838112 1649443882 10
198 1577798002 1663010704 1414
199 1577838242 1658213950 99
200 1577838348 1639783489 5
201 1577838523 1662909560 551
202 1577838768 1620782874 7
203 1577839048 1661459160 27
204 1577839217 1660686795 80
205 1577799144 1662905653 5188
206 1577839911 1633716068 3
207 1577840050 1632270877 35
208 1577840062 1660748969 80
209 1577840096 1662995346 337
210 1577840219 1627363981 10
211 1577840661 1662035744 19
212 1577840688 1661443258 547
213 1577840716 1577840716 1
214 1577805149 1663016336 5872
215 1577840836 1651840883 7
216 1577822204 1657046027 7
217 1577840959 1660844605 7
218 1577840961 1662298347 40
219 1577841097 1659517219 21
220 1577841220 1662586242 357
221 1577815447 1663015869 1074
222 1577841378 1660929864 38
223 1577842235 1654016304 52
224 1577842664 1644690636 10
225 1577843046 1662921560 199
226 1577843426 1629423520 20
227 1577843573 1662137174 30
228 1577843688 1659467579 34
229 1577843737 1653192583 24
230 1577843843 1660586273 56
231 1577843919 1659669005 22
232 1577843923 1662495191 261
233 1577804929 1662733661 274
234 1577844377 1659135000 189
235 1577844544 1662821575 427
236 1577844606 1660580301 322
237 1577844614 1662258538 57
238 1577844788 1662478416 358
239 1577845131 1663020464 183
240 1577845460 1662044357 131
241 1577847079 1650998462 6
242 1577840998 1662473041 350
243 1577847648 1650759817 25
244 1577847851 1640828803 3
245 1577817401 1662228821 424
246 1577797205 1639581979 58
247 1577849132 1616968331 3
248 1577813670 1662399947 109
249 1577849699 1662213117 225
250 1577849766 1623305775 8
251 1577849883 1660158149 50
252 1577849937 1660836106 42
253 1577850108 1660578581 511
254 1577850497 1661789761 92
255 1577851041 1644606898 6
256 1577809776 1662559916 88
257 1577851513 1662925464 806
258 1577823819 1657265764 57
259 1577852996 1661883496 204
260 1577853327 1654352252 62
261 1577853749 1662749396 91
262 1577854174 1662596549 18
263 1577801805 1661908169 277
264 1577855430 1662824685 109
265 1577813050 1642167959 111
266 1577825979 1662244207 247
267 1577855824 1660414416 63
268 1577857373 1645870832 8
269 1577857763 1658607786 21
270 1577819179 1662915587 347
271 1577858524 1614110590 8
272 1577858569 1627859943 5
273 1577817451 1662871542 465
274 1577859469 1614787449 38
275 1577859737 1583092346 16
276 1577859766 1616158830 2
277 1577860075 1652911623 391
278 1577802688 1662870156 4129
279 1577860517 1662989147 164
280 1577811714 1662988873 7511
281 1577836205 1662224974 470
282 1577812579 1662696475 236
283 1577844568 1662514465 241
284 1577864365 1662517580 266
285 1577798408 1660281326 359
286 1577804025 1662870173 6732
287 1577873542 1661651269 19
288 1577873801 1661904885 48
289 1577873850 1662736770 243
290 1577873918 1648155583 206
291 1577873977 1662381034 102
292 1577874626 1662757773 375
293 1577876202 1662904637 97
294 1577877887 1661519934 111
295 1577880348 1613335620 9
296 1577853771 1659326213 439
297 1577821924 1662764266 626
298 1577881874 1660410474 159
299 1577881925 1654350916 46
300 1577800855 1663009262 724
301 1577882088 1619051013 9
302 1577882468 1577882468 1
303 1577882588 1657260938 37
304 1577818156 1662889374 503
305 1577820005 1662897996 440
306 1577884583 1653660994 43
307 1577884963 1661531895 148
308 1577885077 1660974171 10
309 1577885178 1577885178 1
310 1577801128 1662381053 164
311 1577885739 1659892587 109
312 1577885813 1660849323 11
313 1577887491 1662741933 412
314 1577888763 1661857411 574
315 1577889050 1648509954 43
316 1577889175 1660766248 15
317 1577890050 1659229270 50
318 1577890386 1632687776 2
319 1577890402 1661976577 150
320 1577846070 1663005896 2798
321 1577813079 1662830835 1791
322 1577891997 1589489179 9
323 1577892485 1656207939 21
324 1577892568 1625599197 20
325 1577892721 1598751703 14
326 1577893124 1652041503 34
327 1577843533 1662821935 591
328 1577893219 1582580888 7
329 1577843857 1662581841 662
330 1577893516 1639801479 4
331 1577894044 1663009658 34
332 1577894264 1662428895 49
333 1577894751 1660265161 266
334 1577894816 1661581822 8
335 1577801980 1661299782 440
336 1577895076 1659824921 8
337 1577895078 1582954188 8
338 1577895150 1661551887 24
339 1577895377 1661278274 13
340 1577895379 1663008412 369
341 1577895386 1661363568 27
342 1577843107 1663017299 1454
343 1577836970 1644876537 264
344 1577895458 1662980521 512
345 1577895466 1659560660 3
346 1577817145 1661958499 614
347 1577895517 1635819090 15
348 1577895540 1633144187 43
349 1577800473 1662743458 1322
350 1577807467 1662919976 279
351 1577895720 1658280329 26
352 1577825407 1661695175 147
353 1577801139 1662844854 857
354 1577895923 1661554940 30
355 1577895997 1583708806 15
356 1577896493 1620355306 7
357 1577896699 1654388389 13
358 1577896869 1662528734 17
359 1577896939 1614370858 4
360 1577897181 1660408835 5
361 1577897470 1632404804 10
362 1577897519 1662919217 232
363 1577897607 1662865425 170
364 1577897898 1662435405 187
365 1577805437 1659328389 662
366 1577898145 1577898145 1
367 1577878606 1662999600 136
368 1577898564 1645912942 17
369 1577898635 1577898635 1
370 1577899577 1626098354 2
371 1577801862 1661580898 1719
372 1577899691 1636385900 19
373 1577833235 1662921112 1605
374 1577900240 1592871037 8
375 1577900351 1577900351 1
376 1577900363 1643417546 4
377 1577900366 1661333939 14
378 1577802306 1662814968 615
379 1577803074 1663006733 524
380 1577815260 1662746650 1262
381 1577802548 1661877378 309
382 1577901644 1630166892 83
383 1577901687 1662981298 843
384 1577804467 1656456378 377
385 1577854811 1659304537 196
386 1577901913 1662673286 97
387 1577901967 1662668637 1136
388 1577902040 1661865573 470
389 1577902401 1660108133 49
390 1577902676 1643570737 8
391 1577885623 1663006144 426
392 1577809235 1661124785 372
393 1577903223 1661717575 64
394 1577903330 1577903330 1
395 1577903387 1659754990 8
396 1577880277 1663009320 1901
397 1577903874 1647396626 57
398 1577903912 1641592862 3
399 1577810134 1662757461 324
400 1577904354 1662057129 34
401 1577805590 1662949392 810
402 1577904907 1662994906 650
403 1577819053 1662905749 257
404 1577905875 1662377710 189
405 1577895297 1612470006 33
406 1577803762 1662858525 2147
407 1577906313 1661026707 29
408 1577906433 1661305121 113
409 1577883978 1663016694 1845
410 1577906707 1655510321 11
411 1577835898 1662039443 102
412 1577906839 1577906839 1
413 1577837359 1662951348 469
414 1577805713 1663007163 2556
415 1577802826 1663006187 2612
416 1577803474 1659945366 656
417 1577797968 1650857017 167
418 1577798112 1662840104 5398
419 1577908750 1649216620 19
420 1577805217 1662649240 1549
421 1577798926 1658687388 247
422 1577909557 1647432214 111
423 1577869666 1646351041 73
424 1577909807 1662918222 184
425 1577911481 1661007094 20
426 1577911943 1657722151 4
427 1577912055 1662895074 252
428 1577912196 1577912196 1
429 1577912316 1662764487 27
430 1577912481 1661207106 419
431 1577913479 1590499086 16
432 1577914028 1577914028 1
433 1577823313 1659771527 1046
434 1577914293 1662314672 1483
435 1577914473 1662673989 70
436 1577914517 1653605169 117
437 1577914613 1662993977 240
438 1577914687 1643897878 5
439 1577915559 1610904077 17
440 1577915654 1658863099 10
441 1577915750 1644903208 25
442 1577825619 1663016469 3086
443 1577916052 1604267769 4
444 1577916097 1603571151 11
445 1577916486 1653845002 6
446 1577916703 1638988840 6
447 1577916798 1662985426 182
448 1577916969 1577916969 1
449 1577917270 1661267568 37
450 1577918557 1654642351 11
451 1577918615 1659998493 11
452 1577918908 1662514480 41
453 1577822189 1663021527 1464
454 1577919702 1662997397 356
455 1577806554 1662719354 762
456 1577893739 1662952535 729
457 1577920527 1660358666 145
458 1577920906 1654363610 9
459 1577895181 1662039848 293
460 1577921123 1662209589 158
461 1577921496 1661198918 25
462 1577921597 1613422468 3
463 1577917233 1662496012 157
464 1577921730 1658632162 14
465 1577801205 1663000247 6748
466 1577921959 1582126166 2
467 1577923159 1619730720 4
468 1577812874 1662829701 1514
469 1577923220 1628718174 10
470 1577810324 1662484602 1216
471 1577839904 1662679055 378
472 1577923848 1616620247 16
473 1577905079 1662504408 101
474 1577924538 1582677134 2
475 1577798059 1663016759 2191
476 1577829827 1662898676 1064
477 1577924938 1626195647 44
478 1577924977 1661085010 21
479 1577925229 1660354232 29
480 1577799623 1662834916 272
481 1577820780 1662856305 1059
482 1577806801 1646324527 1010
483 1577800367 1662732701 939
484 1577925492 1660308313 39
485 1577925513 1577925513 1
486 1577925947 1662055928 19
487 1577824763 1662950595 2160
488 1577813706 1663005758 1975
489 1577927272 1659132898 39
490 1577813859 1662745310 316
491 1577927547 1662869777 12
492 1577809260 1661968777 184
493 1577818544 1662747576 261
494 1577927767 1649283329 26
495 1577815550 1662010043 163
496 1577802847 1661631571 335
497 1577928375 1606173882 6
498 1577802513 1661210259 967
499 1577819524 1662513121 370
500 1577928516 1629770630 8
501 1577928791 1598898731 9
502 1577928937 1590204282 2
503 1577800592 1663010755 2499
504 1577805024 1662994122 1461
505 1577929790 1659829010 124
506 1577929888 1609975949 2
507 1577824522 1660370854 352
508 1577930340 1646703435 69
509 1577834944 1662996498 248
510 1577850303 1662129061 63
511 1577930941 1662937462 600
512 1577932064 1583764902 3
513 1577932190 1656433197 32
514 1577821104 1661811156 1154
515 1577933153 1655652146 33
516 1577933223 1662320748 12
517 1577933608 1660135777 49
518 1577933772 1582693670 2
519 1577934133 1637612554 63
520 1577934173 1642301296 19
521 1577934778 1662163969 86
522 1577934785 1662864059 239
523 1577886861 1662883879 73
524 1577935084 1662157653 245
525 1577935921 1662959469 173
526 1577936137 1659989991 25
527 1577936424 1649771631 9
528 1577937099 1609779408 9
529 1577807853 1663011463 3512
530 1577900158 1663012161 1178
531 1577799014 1662690910 1128
532 1577803693 1661899778 3115
533 1577938665 1647725177 22
534 1577846953 1657931276 921
535 1577938964 1662764315 65
536 1577939139 1662396459 354
537 1577939230 1652283782 70
538 1577941510 1579249360 2
539 1577942066 1662971622 194
540 1577904803 1617770052 14
541 1577817881 1662561144 1730
542 1577942918 1662156446 118
543 1577802107 1662723468 379
544 1577944499 1661718928 35
545 1577944650 1654875957 11
546 1577815068 1654370236 97
547 1577923611 1663004320 404
548 1577836630 1662573239 246
549 1577944758 1657537274 21
550 1577944774 1651176944 176
551 1577806454 1661216553 144
552 1577944936 1608649840 17
553 1577945362 1655558521 18
554 1577804960 1663009249 1309
555 1577869719 1661531578 73
556 1577808248 1663020623 2302
557 1577950992 1658679010 328
558 1577797216 1662960722 1903
559 1577821113 1660597323 257
560 1577952521 1604860116 11
561 1577954820 1661727221 22
562 1577954836 1604854923 7
563 1577832559 1650054629 61
564 1577963205 1636553310 12
565 1577963976 1651033704 6
566 1577965210 1646524601 51
567 1577802638 1660504863 244
568 1577804009 1653180599 456
569 1577967315 1659287445 77
570 1577823407 1655879010 69
571 1577902275 1662989589 1029
572 1577968467 1577968467 1
573 1577968505 1577968505 1
574 1577968712 1577968712 1
575 1577888056 1662987047 512
576 1577968814 1662402226 44
577 1577970636 1661473744 127
578 1577968627 1662919996 530
579 1577971151 1650199870 31
580 1577838684 1662991514 1865
581 1577973754 1660405092 639
582 1577976002 1627046934 26
583 1577976371 1580145146 3
584 1577976475 1662498742 112
585 1577976531 1577976531 1
586 1577977725 1662570271 193
587 1577977754 1579589959 2
588 1577977766 1661825671 37
589 1577977772 1661264810 171
590 1577809312 1662961423 1403
591 1577978538 1660452911 43
592 1577978820 1602406167 9
593 1577978823 1662822764 86
594 1577978865 1662729977 328
595 1577979713 1661730436 321
596 1577801323 1662479254 3439
597 1577973267 1662748288 512
598 1577980194 1598761155 7
599 1577912621 1659197493 19
600 1577844929 1662840519 525
601 1577980855 1655763050 18
602 1577980870 1662225554 132
603 1577981417 1634899088 7
604 1577981645 1661195179 23
605 1577981777 1662822458 188
606 1577982885 1636080385 23
607 1577982924 1662487426 276
608 1577851650 1662514401 71
609 1577819083 1663002575 529
610 1577812004 1662945937 1367
611 1577825356 1663000534 816
612 1577983436 1661563639 97
613 1577983927 1656687949 15
614 1577983995 1662442905 80
615 1577984277 1662571301 8
616 1577984326 1577984326 1
617 1577984804 1645312738 9
618 1577984963 1658747713 22
619 1577858669 1662933944 130
620 1577985228 1662687550 121
621 1577985550 1662573830 44
622 1577985938 1622244641 16
623 1577817209 1662965114 855
624 1577801001 1661233432 320
625 1577986026 1652298688 29
626 1577986722 1658231790 26
627 1577986786 1662754322 59
628 1577917132 1662593344 457
629 1577827634 1662945639 1176
630 1577986987 1618087328 2
631 1577987207 1662663449 78
632 1577987268 1659149502 18
633 1577987319 1587006161 6
634 1577822460 1597324225 5
635 1577987345 1660970167 102
636 1577845915 1663003304 444
637 1577843593 1662659367 208
638 1577813850 1663015650 1434
639 1577988797 1662466241 31
640 1577988868 1582145728 6
641 1577989938 1646272471 15
642 1577990074 1577990074 1
643 1577990138 1659027674 23
644 1577868284 1613672148 60
645 1577798642 1661792205 357
646 1577990996 1652325916 31
647 1577799540 1663011786 5988
648 1577991412 1608926793 26
649 1577991558 1596538794 3
650 1577799431 1662904532 1239
651 1577991592 1660008488 97
652 1577799828 1662923631 2025
653 1577818201 1662838026 306
654 1577991790 1662136321 392
655 1577992070 1662162003 212
656 1577857912 1662077925 501
657 1577992394 1662421832 119
658 1577992531 1662391083 106
659 1577992536 1660165554 25
660 1577798242 1662950020 371
661 1577994058 1658151479 107
662 1577994303 1662384079 238
663 1577994383 1621566781 25
664 1577994608 1661648240 20
665 1577994823 1639930166 35
666 1577816958 1630196205 25
667 1577995012 1661975161 324
668 1577901945 1662816931 1041
669 1577995098 1647028551 6
670 1577995167 1662578195 236
671 1577822141 1661610383 176
672 1577995415 1655922475 15
673 1577799346 1663020314 1490
674 1577995545 1662990604 57
675 1577967489 1662156284 237
676 1577995890 1660154702 27
677 1577995929 1661967211 7
678 1577995991 1652588454 36
679 1577815648 1636822045 79
680 1577996163 1662571208 14
681 1577996178 1639009044 12
682 1577799417 1662743782 365
683 1577813210 1662383027 686
684 1577996482 1577996482 1
685 1577996834 1589662764 5
686 1577954284 1662495277 147
687 1577996918 1662435174 30
688 1577997005 1662995242 100
689 1577997326 1588517570 3
690 1577799315 1663003348 13912
691 1577820411 1662993815 1915
692 1577997953 1662657224 168
693 1577997965 1645223195 9
694 1577799855 1663009144 3275
695 1577831497 1662810480 789
696 1577999016 1637883927 47
697 1577999223 1598478967 3
698 1577999321 1604245963 19
699 1577999460 1654021145 14
700 1577999606 1647902837 19
701 1578000288 1661640589 45
702 1578000548 1660848730 32
703 1577823593 1620161239 10
704 1578001105 1653943039 14
705 1578001514 1636047579 13
706 1577978087 1635798692 15
707 1578001828 1609822097 33
708 1577810901 1662599229 238
709 1578002322 1613566436 11
710 1577882987 1609699874 14
711 1577822708 1655336938 483
712 1578002852 1659725016 50
713 1577910076 1662932978 1033
714 1578003137 1578003137 1
715 1578003717 1662829713 587
716 1578003860 1662242905 236
717 1578003993 1578003993 1
718 1577807002 1661213752 469
719 1577800605 1662657885 1004
720 1577838422 1660084899 146
721 1577844043 1662234812 183
722 1578005096 1662155266 18
723 1577813368 1662355142 398
724 1578004503 1660769896 54
725 1578007055 1657934689 11
726 1577804698 1662833384 702
727 1578007273 1612983260 11
728 1577828529 1662979088 865
729 1578007635 1580239661 3
730 1578007787 1612336322 3
731 1578009288 1613039180 10
732 1578010512 1662766772 31
733 1578010764 1660273922 9
734 1578010809 1641169796 17
735 1578010903 1603110310 8
736 1577922693 1662004478 80
737 1578011207 1611778554 6
738 1578011392 1582544263 2
739 1578011490 1655941059 23
740 1577887089 1662839314 645
741 1577883475 1663010254 244
742 1578011758 1660350993 21
743 1578011976 1632183334 27
744 1578012166 1637521259 8
745 1578012252 1662411829 138
746 1577903954 1662750305 459
747 1578012346 1655101911 64
748 1577797550 1663011071 1466
749 1577923661 1662295851 297
750 1578012701 1591462084 4
751 1577811607 1658432681 323
752 1577846665 1662730475 306
753 1578015199 1655997350 23
754 1578015326 1658236041 7
755 1577893321 1662997277 923
756 1578015647 1620850960 9
757 1577833830 1636314005 120
758 1578015858 1657303599 44
759 1578015919 1660326496 38
760 1577888696 1661949072 823
761 1578016041 1618197650 8
762 1577933801 1662790406 175
763 1578016255 1655406015 32
764 1578016643 1660149535 18
765 1577987921 1644942486 33
766 1577993220 1663008492 893
767 1578018826 1662179662 146
768 1577830177 1658748220 100
769 1578021003 1661551373 20
770 1578012040 1661288048 90
771 1577903362 1646596324 43
772 1578022216 1661213680 31
773 1578022273 1623953233 33
774 1577905738 1662497206 369
775 1577808137 1662840138 426
776 1578023275 1662648843 175
777 1577809118 1662692086 332
778 1578023371 1623539059 17
779 1578015831 1618511026 52
780 1577801140 1663019494 3297
781 1577800179 1662824525 585
782 1577856352 1662833470 434
783 1577825732 1662889801 857
784 1577813432 1662822748 969
785 1577907291 1663017493 1063
786 1578024634 1647835202 70
787 1577797797 1659028360 83
788 1578025009 1662487753 20
789 1577935505 1645895905 71
790 1577807454 1662704959 713
791 1577957837 1624818272 92
792 1578025337 1651114051 19
793 1578008957 1663006609 1132
794 1578025462 1581119839 5
795 1577804605 1648330951 723
796 1578010589 1662062699 803
797 1577803774 1663016849 2785
798 1578030985 1663001085 123
799 1578031767 1583067513 2
800 1578032187 1661288008 37
801 1578033289 1662702756 22
802 1578033438 1662428417 102
803 1578033484 1621205540 10
804 1577926807 1662749418 865
805 1578012120 1659983292 46
806 1577800839 1662941396 3014
807 1578034157 1662401949 36
808 1578034603 1661466094 7
809 1577854687 1662736264 177
810 1578038273 1656382452 56
811 1577811630 1663021923 6126
812 1578043981 1663020831 559
813 1578013189 1662996142 210
814 1578049313 1649454804 28
815 1577799599 1662954582 751
816 1578049869 1660082949 18
817 1577868017 1662931638 482
818 1577884173 1662995642 651
819 1578052060 1578694809 3
820 1578052300 1662057482 89
821 1578053301 1661937754 23
822 1578055341 1578590414 2
823 1577903190 1646363470 135
824 1578059206 1644418592 8
825 1578059654 1624993651 4
826 1577983896 1647542829 97
827 1578059947 1661320695 20
828 1578060851 1578060851 1
829 1578061639 1655301226 31
830 1577806254 1657805865 175
831 1577809702 1662747387 901
832 1577803392 1662444144 248
833 1578062227 1661384286 250
834 1577918976 1662988670 1207
835 1577806329 1662982543 1071
836 1578063198 1581478822 2
837 1578063671 1659872337 74
838 1578064207 1662942732 99
839 1577838631 1662596714 2832
840 1578064566 1596520426 4
841 1577807153 1662546810 111
842 1578065095 1658265474 32
843 1577925036 1662938856 405
844 1578065176 1658498767 7
845 1578065271 1646269566 5
846 1578065272 1662292508 653
847 1578031554 1662991913 1983
848 1578065386 1612223824 9
849 1577804017 1662964395 3035
850 1578065625 1662346494 105
851 1577807120 1663008309 4969
852 1577852578 1651364492 251
853 1577880205 1662693674 176
854 1577897913 1660137727 34
855 1578066048 1662772963 115
856 1577824056 1662722324 276
857 1577845509 1658684780 17
858 1578021094 1662442003 139
859 1578025382 1662956590 668
860 1578067926 1660399783 78
861 1577957585 1607088412 26
862 1578068899 1662912605 262
863 1578069216 1662229594 73
864 1578069265 1662916259 333
865 1578069624 1605524741 6
866 1578069802 1621182774 2
867 1578070484 1626190695 16
868 1578016026 1663016159 383
869 1577812287 1661375706 356
870 1578072267 1614468664 5
871 1578072396 1660603546 141
872 1577965868 1602694847 28
873 1577944515 1661857936 160
874 1578073790 1603459277 9
875 1577968552 1659872148 98
876 1578076123 1662753821 24
877 1577806052 1655252437 72
878 1578076455 1662867108 133
879 1577811965 1661814416 63
880 1577858781 1661636174 109
881 1578077014 1661740008 23
882 1578077174 1662736757 175
883 1578077234 1663003148 160
884 1578077599 1637665770 25
885 1577800251 1657056796 189
886 1578077816 1662668612 327
887 1577802562 1663018421 1624
888 1577886004 1661630825 487
889 1577825289 1654038195 192
890 1577959588 1657475326 72
891 1578031482 1662312298 52
892 1578078810 1578078810 1
893 1577845100 1661880193 427
894 1578079212 1658253757 35
895 1578079235 1662850971 115
896 1577816511 1660675006 158
897 1577826349 1663004097 1095
898 1577803663 1662915357 1312
899 1577990621 1660110429 243
900 1577810351 1661983702 744
901 1577817956 1662948250 946
902 1578080365 1600048934 12
903 1578080367 1653307746 11
904 1578080384 1662322618 55
905 1577901734 1662248814 404
906 1578080453 1614886580 7
907 1577928237 1649440446 115
908 1578065288 1662318341 104
909 1578080978 1662653069 144
910 1577811628 1662944167 1790
911 1577943279 1655600373 195
912 1578082315 1662314264 73
913 1577910068 1660581909 80
914 1577807321 1660648166 460
915 1577844701 1651884112 39
916 1578083279 1627254376 60
917 1577907306 1652454601 61
918 1578083557 1609246975 27
919 1578083704 1594783839 3
920 1578084063 1661326551 57
921 1578084130 1623555762 8
922 1577974163 1614398231 14
923 1577802114 1663004961 1239
924 1577802451 1662813317 951
925 1578086818 1643194607 10
926 1577893956 1662670416 218
927 1578088649 1654180711 17
928 1578088978 1579643197 2
929 1578090451 1662896435 304
930 1578090548 1578090548 1
931 1578091413 1629337329 17
932 1577828184 1662986783 673
933 1578092260 1663018233 239
934 1578092343 1587338123 4
935 1578092539 1653352439 52
936 1577811597 1661915195 647
937 1577998390 1656738019 184
938 1578093671 1638671572 3
939 1578094059 1642713062 13
940 1577822390 1662779358 101
941 1578094422 1609772128 41
942 1577886177 1658150179 121
943 1577798192 1663007927 5434
944 1578095137 1662768504 44
945 1578095192 1605912314 7
946 1578095278 1658255139 39
947 1577928342 1650816101 14
948 1578096367 1662990726 79
949 1577835867 1662230957 435
950 1577805170 1663014678 1302
951 1577852754 1651853154 412
952 1577846981 1660848877 147
953 1578073669 1663018923 1444
954 1578097255 1637705138 18
955 1577812326 1662969408 2548
956 1577837166 1662953489 1277
957 1577917923 1616806140 25
958 1577918820 1663010273 79
959 1578099201 1634102256 40
960 1577849276 1656016129 247
961 1578099416 1658781970 5
962 1577940746 1661429189 132
963 1577815638 1646226136 119
964 1578099862 1652392262 14
965 1577848018 1662837582 1115
966 1578101080 1622935800 25
967 1578101354 1589826744 3
968 1577800499 1662916341 2283
969 1578102991 1621700437 3
970 1578103084 1604039842 3
971 1577824069 1662937008 333
972 1577993959 1646827803 38
973 1578103472 1633467390 42
974 1578103504 1660573622 31
975 1577804270 1647606488 87
976 1578103518 1636311690 9
977 1578103546 1578103546 1
978 1578103553 1662773593 7
979 1577988296 1663007497 492
980 1578103689 1653490441 6
981 1578101449 1662218614 86
982 1577996247 1651793291 143
983 1577801063 1663007968 630
984 1577959654 1653501319 56
985 1577911275 1658096106 174
986 1577800692 1662613961 301
987 1578104426 1662212703 14
988 1578104519 1626012088 3
989 1577834072 1662135626 105
990 1577932290 1656540130 305
