956703932 1046454590 1037479524
257 956709631 1030240453 524
258 956709631 1031343867 494
259 956709631 1035682758 25
260 956709631 1031537855 596
261 956709631 1035766357 428
262 956709631 1036311820 245
263 956709631 1030230266 677
264 956709679 1029309854 57
265 956709679 1037423024 1308
266 956709679 1032652750 121
267 956709679 1029895497 564
268 956709679 1029309854 139
269 956709679 1036309831 1516
270 956709679 1030120365 775
271 956709679 1036962077 933
272 956709701 1034352092 160
273 956709701 1036197163 277
274 956709701 1036980285 1650
275 956709701 1031631499 1781
276 956709739 1030229097 451
277 956709739 1036259017 935
278 956709739 1020442362 135
279 956709741 1036259910 809
280 956709741 1036270189 234
281 956709741 1030418356 347
282 956709741 1036270148 660
283 956709818 1036987768 338
284 956709818 1031931365 265
285 956709818 1026680688 192
286 956709818 1036310288 390
287 956709818 1036310268 313
288 956709818 1037238838 575
289 956709818 1032652897 476
290 956709830 1022013717 57
291 956709830 1032409644 353
292 956709875 1036709267 1112
293 956709875 1036709291 325
294 956709885 1021181105 50
295 956709885 1030909299 118
296 956709885 1036962077 1107
297 956709885 1036310922 760
298 956709885 1034352464 144
299 956709885 1031985488 326
300 956709885 1020443177 205
301 956709885 1031344036 419
302 956709914 1036258675 1215
303 956709914 1035828196 855
304 956709914 1027890556 77
305 956709914 1037048796 1044
306 956709933 1036260820 338
307 956709933 1035060871 446
308 956709933 1030992956 161
309 956709933 1031344101 789
310 956709933 1036723678 463
311 956709950 1031910789 95
312 956709983 1024070542 212
313 956709983 1036258721 194
314 956709983 1037434230 2158
315 956710005 1031344101 711
316 956710005 1029358702 772
317 956710005 1036708811 623
318 956710006 1036823605 856
319 956710006 1036723373 198
320 956710006 1036310981 620
321 956710006 1021945603 330
322 956710006 1036724540 444
323 956710006 1019257058 158
324 956710006 1035342992 847
325 956710012 1033138219 357
326 956710037 1037433918 779
327 956710037 1030042882 506
328 956710067 1030743724 142
329 956710067 1036724618 531
330 956710067 1034617743 622
331 956710067 1036260851 250
332 956710067 1032826320 537
333 956710067 1021066668 30
334 956710067 1036708825 618
335 956710117 1021796666 274
336 956710117 1036311010 750
337 956710117 1028915477 170
338 956710117 1035915360 163
339 956710117 1037238941 579
340 956710117 1036917978 1209
341 956710191 1028736620 1055
342 956710191 1032135686 406
343 956710191 1036270130 113
344 956710191 1036723835 417
345 956710191 1029358771 484
346 956710191 1032652256 575
347 956710191 1034188735 1266
348 956710231 1036709057 260
349 956710231 1037240494 1580
350 956710231 1036980575 1322
351 956710231 1029947811 387
352 956710231 1025688215 220
353 956710231 1037423420 392
354 956710231 1031205648 21
355 956710274 1034352892 235
356 956710274 1037339899 1790
357 956710274 1016472468 126
358 956710274 1037340333 406
359 956710274 1030230719 125
360 956710274 1037344524 899
361 956710370 1036259139 200
362 956710370 1031440094 221
363 956710370 1018831386 27
364 956710399 1022004045 86
365 956710399 1030564169 385
366 956710440 1029528993 49
367 956710440 1035918158 147
368 956710483 1037048700 2509
369 956710483 1036290865 437
370 956710483 1037238727 655
371 956710521 1026925023 104
372 956710521 1037468632 2974
373 956710521 1010890037 9
374 956710521 1022015710 212
375 956710566 1036915013 178
376 956710566 1029118751 270
377 956710606 1035012040 76
378 956710606 1023992840 326
379 956710665 1036259561 50
380 956710665 1037423295 1257
381 956710665 1034292560 116
382 956710730 1037423231 305
383 956710766 1032056405 215
384 956710766 1019124439 235
385 956710766 1036962051 378
386 956710800 1009392946 81
387 956710800 1011458261 65
388 956710800 1036709129 1791
389 956710831 1035767062 512
390 956710846 1036709534 672
391 956710846 1037468487 974
392 956710846 1036709405 581
393 956710846 1014314520 231
394 956710871 1036709129 464
395 956710871 1037434066 352
396 956710871 1022687021 237
397 956710871 1037423081 1255
398 956710907 1037164267 227
399 956710941 1022011217 479
400 956710941 1027118756 66
401 956710974 977274411 20
402 956710974 1025236937 306
403 956711009 1030735731 480
404 956711009 1036202210 403
405 956711009 1036258202 211
406 956711024 1037423802 2233
407 956711048 1037338159 272
408 956711048 1037434230 672
409 956711048 1036980344 147
410 956711048 1037434147 922
411 956711064 1035405782 1378
412 956711064 1037423209 2583
413 956711064 1035673677 1501
414 956711064 1035342850 2667
415 956711064 1035342485 872
416 956711064 1034996098 535
417 956711080 1033340572 2018
418 956711080 1031705930 623
419 956711080 1032649238 629
420 956711080 1036965636 244
421 956711091 1029895790 475
422 956711091 1032134439 992
423 956711091 1036308118 1992
424 956711091 1036917836 1074
425 956711091 1032135471 999
426 956711091 1035244460 178
427 956711121 1036308523 892
428 956711121 1037423024 1371
429 956711121 1036308118 2535
430 956711121 1037423386 1306
431 956711121 1036259991 1089
432 956711123 1032648235 271
433 956711123 1031341266 134
434 956711153 1031794881 986
435 956711154 1037343329 380
436 956711154 1036311032 942
437 956711154 1034474994 804
438 956711154 1036747091 178
439 956711154 1036311393 1134
440 956711156 1036269921 356
441 956711157 1017696873 68
442 956711157 1031107487 249
443 956711176 1036308136 1420
444 956711176 1030048765 219
445 956711176 1032650895 777
446 956711193 1029311463 158
447 956711193 1037434066 458
448 956711201 1035919911 1253
449 956711201 1037240038 348
450 956711201 1032136048 566
451 956711223 1028962947 664
452 956711223 1035919850 923
453 956711223 1037239810 1066
454 956711231 1037240129 607
455 956711231 1036081988 225
456 956711231 1027470979 98
457 956711231 1036307972 2093
458 956711231 1036310743 344
459 956711247 1026684541 373
460 956711247 1032137728 492
461 956711247 1032137086 541
462 956711268 1034352359 379
463 956711268 1022309762 498
464 956711268 1030120465 203
465 956711283 1036980422 219
466 956711283 1036747154 472
467 956711283 1033421747 50
468 956711283 1036258334 771
469 956711290 1026295182 189
470 956711290 1037343366 218
471 956711290 1030919213 97
472 956711290 1031008678 300
473 956711318 1030110527 71
474 956711318 1032133627 129
475 956711318 1036962699 907
476 956711318 1036673912 203
477 956711361 1031930447 1816
478 956711361 1035342850 1441
479 956711378 1006637564 19
480 956711390 1031343300 1070
481 956711390 1036962957 1292
482 956711390 1037423453 1006
483 956711390 1037338997 1227
484 956711390 1030371105 452
485 956711390 1029891720 915
486 956711390 1030992023 1125
487 956711420 1036962920 1003
488 956711420 1036963110 966
489 956711420 1027788264 276
490 956711420 1029807674 705
491 956711420 1025586953 280
492 956711420 1030068933 468
493 956711420 1036963098 1144
494 956711420 1028259019 786
495 956711435 1026939229 77
496 956711435 1036270234 397
497 956711435 1037423420 1042
498 956711435 1031455272 558
499 956711447 1036724604 1034
500 956711447 1036219739 751
501 956711447 1029891783 844
502 956711472 1030992861 611
503 956711472 1026315741 120
504 956711473 1030053440 259
505 956711473 1023984118 282
506 956711473 1032652619 511
507 956711529 1036951114 979
508 956711529 1037092572 177
509 956711529 1031340373 450
510 956711529 1037239040 1187
511 956711529 1001781941 62
512 956711529 1024508412 169
513 956711576 1017696154 40
514 956711576 1033110508 304
515 956711642 1037131630 263
516 956711642 1017759155 352
517 956711642 1037048710 1093
518 956711642 1034190611 742
519 956711682 1026925379 334
520 956711684 1036917786 1413
521 956711684 1025322538 450
522 956711684 1036916345 1108
523 956711699 1036746563 2433
524 956711724 1026925563 242
525 956711733 1036309810 796
526 956711733 1016476869 27
527 956711733 1021670380 16
528 956711733 1035341942 631
529 956711733 1036709241 316
530 956711733 1037240329 1079
531 956711743 1033847823 324
532 956711771 974879303 23
533 956711771 1030120261 118
534 956711771 1036724325 762
535 956711771 1034569260 567
536 956711789 1026179283 260
537 956711804 1036270016 277
538 956711804 1036270166 748
539 956711835 1036258752 1417
540 956711849 1037240227 917
541 956711860 1036081724 1443
542 956711890 1034352893 998
543 956711890 1036962246 311
544 956711910 1036709159 879
545 956711910 1037054639 1469
546 956711923 1035915610 940
547 956711958 1037423304 256
548 956711958 1035342001 257
549 956711961 1035228614 211
550 956711971 1036918247 689
551 956711982 1031069010 140
552 956711995 1036260053 823
553 956712007 1037339130 107
554 956712019 1037306494 448
555 956712019 1036259727 372
556 956712023 1019974206 23
557 956712023 1035342850 749
558 956712034 1036258655 717
559 956712034 1036261397 472
560 956712051 1032134309 536
561 956712051 1036307679 753
562 956712084 1035341942 413
563 956712084 1034355415 223
564 956712108 1027204221 213
565 956712108 1036259331 454
566 956712108 1036260379 1030
567 956712108 1036259367 316
568 956712120 1036311670 170
569 956712137 1036723469 258
570 956712157 1036260136 347
571 956712157 1036259525 1096
572 956712157 1036260053 342
573 956712177 1031342971 1351
574 956712177 1032652897 689
575 956712192 1036917651 97
576 956712192 1037239667 207
577 956712214 1036259924 212
578 956712214 1036259349 552
579 956712214 1036309189 721
580 956712232 1030338456 330
581 956712232 1035915802 603
582 956712242 1036309965 904
583 956712257 1024887765 383
584 956712257 1036261021 667
585 956712258 1036270037 545
586 956712258 1004779658 31
587 956712258 1028412806 129
588 956712278 1032413097 158
589 956712278 1036709172 150
590 956712282 1035165042 70
591 956712299 1036260778 265
592 956712299 1006009664 44
593 956712333 1033683689 307
594 956712333 1036709159 461
595 956712335 1035105785 139
596 956712350 1032407109 626
597 956712367 1027911406 26
598 956712367 1036258721 644
599 956712367 1036258173 423
600 956712374 1036307763 514
601 956712374 1036259575 123
602 956712374 1036308503 799
603 956712412 1036307832 135
604 956712439 1033361599 816
605 956712454 1036260778 267
606 956712471 1036260892 290
607 956712471 1036709461 979
608 956712474 1033847345 301
609 956712474 1034189998 376
610 956712474 1036439365 738
611 956712474 1030110527 236
612 956712474 1037048747 1658
613 956712474 1033569235 344
614 956712491 1032411467 737
615 956712526 1030043953 224
616 956712526 1036260589 556
617 956712526 1002818408 218
618 956712526 1036962520 78
619 956712526 1035675061 342
620 956712526 1017441038 74
621 956712526 1036308001 1989
622 956712527 1036258385 848
623 956712548 1036259965 98
624 956712588 1036260993 390
625 956712588 1037422808 289
626 956712588 1037239245 625
627 956712599 1033847601 187
628 956712613 1036260053 319
629 956712613 983233289 29
630 956712633 1029976021 171
631 956712651 1027918796 282
632 956712665 1019016019 471
633 956712675 1037344524 136
634 956712677 1027595297 60
635 956712677 1032133523 197
636 956712677 1030110527 216
637 956712677 1023226141 456
638 956712724 1036081988 1052
639 956712724 1031438388 293
640 956712724 1032133866 202
641 956712724 1022014740 160
642 956712724 1031630966 167
643 956712726 1025966031 87
644 956712737 1036308938 273
645 956712737 997175603 113
646 956712754 986189218 65
647 956712763 1022712801 317
648 956712771 970356057 4
649 956712810 1036258619 448
650 956712810 1030993550 878
651 956712810 1016523739 195
652 956712810 1037299970 301
653 956712810 1031706445 1157
654 956712810 1027096235 323
655 956712810 1032406727 557
656 956712849 1037240494 2072
657 956712862 1037240494 760
658 956712862 997066122 38
659 956712862 1024464568 370
660 956712862 1037048759 1563
661 956712862 1036258845 265
662 956712897 1036308001 1126
663 956712897 1029309345 96
664 956712897 1021600542 101
665 956712897 1028393445 643
666 956712901 1036310254 1082
667 956712924 1036917867 1130
668 956712924 1035826434 619
669 956712929 1035406012 884
670 956712937 1034188606 1690
671 956712964 1036310509 1195
672 956712964 1036310076 1365
673 956712964 1036310346 1115
674 956712975 1036309268 1176
675 956712981 1028506242 247
676 956712981 1036823411 102
677 956712981 1029893461 562
678 956712981 1036259349 446
679 956712987 1032407221 944
680 956713011 1028961963 713
681 956713011 1036310892 829
682 956713027 1036311047 456
683 956713027 1035918633 425
684 956713042 1036723396 808
685 956713042 1036310486 820
686 956713051 1037468632 432
687 956713065 1036310722 1046
688 956713065 1036310321 901
689 956713077 1036310644 665
690 956713093 1035918314 326
691 956713093 1036310571 677
692 956713093 1036520164 980
693 956713116 1037299221 353
694 956713131 1013816702 140
695 956713131 1032406315 389
696 956713146 1036311193 409
697 956713146 1036311710 264
698 956713146 1020846494 230
699 956713165 1032651280 294
700 956713165 1032135471 293
701 956713183 1036310453 526
702 956713183 1036310995 369
703 956713196 1019972525 101
704 956713196 1036724235 545
705 956713211 1036311115 387
706 956713211 1028961640 656
707 956713228 1036260094 427
708 956713228 1030236968 184
709 956713238 1006656317 60
710 956713238 1036310096 368
711 956713238 1036709387 364
712 956713239 1034029843 363
713 956713254 1036987300 1029
714 956713254 1022012476 231
715 956713266 1031009323 363
716 956713282 1034352229 415
717 956713282 1028962271 384
718 956713282 1028959156 367
719 956713310 1022014208 81
720 956713310 1035342705 478
721 956713315 1036311488 561
722 956713315 1036311488 571
723 956713315 1029893200 300
724 956713315 1036311644 210
725 956713330 1035510807 252
726 956713357 1029730252 167
727 956713357 1029989475 195
728 956713372 1032406442 474
729 956713372 1034352356 266
730 956713372 1033847510 206
731 956713384 1022309449 19
732 956713400 1030648949 105
733 956713420 1036311689 141
734 956713420 1036309631 216
735 956713420 1036309696 774
736 956713432 1031075686 416
737 956713458 1011902477 87
738 956713458 1036311348 187
739 956713475 1027963910 142
740 956713475 1013335747 59
741 956713475 1035766293 374
742 956713483 1031007698 300
743 956713483 1019110800 106
744 956713491 1034552790 140
745 956713491 984546718 41
746 956713491 1034915587 389
747 956713502 1034352091 95
748 956713523 1036308745 231
749 956713523 1034352359 340
750 956713523 1037344524 188
751 956713534 1009395932 148
752 956713549 1034352598 212
753 956713549 1030735426 183
754 956713549 1031998104 192
755 956713564 1022012456 63
756 956713564 1020007219 373
757 956713564 1019365780 142
758 956713577 1027847740 69
759 956713577 1027848101 143
760 956713592 1001715954 49
761 956713592 1029632321 350
762 956713592 1031997997 186
763 956713592 1037344342 154
764 956713620 1012167784 69
765 956713620 1017608847 49
766 956713632 1017245091 63
767 956713640 1034915572 307
768 956713676 1020853050 130
769 956713749 1031910821 219
770 956713781 1036709057 1080
771 956713864 1029974134 761
772 956713864 1035810800 262
773 956713864 1032133866 634
774 956713864 1029309512 114
775 956713864 1033110262 198
776 956713864 1037048738 1625
777 956713919 1030157743 638
778 956713919 1030156931 520
779 956713950 1034355258 1249
780 956713999 1036417664 1707
781 956713999 1037469092 1124
782 956713999 1037238728 707
783 956713999 1029360125 1337
784 956714023 1037338893 972
785 956714023 1036309471 1426
786 956714023 1023677250 218
787 956714059 1035673388 1058
788 956714059 1036308383 1723
789 956714059 1036308353 1071
790 956714059 1036308085 984
791 956714082 1029630276 251
792 956714082 1034232895 1395
793 956714112 1036260993 730
794 956714112 1036723785 1159
795 956714355 1035342850 726
796 956714355 1032134112 678
797 956714355 1036310556 669
798 956714355 1037047477 145
799 956714355 1036310041 881
800 956714355 1028886172 552
801 956714644 1031343397 881
802 956714644 1037239244 413
803 956714644 1030156730 543
804 956715288 1036823293 266
805 956715383 1031782532 19
806 956715421 1026925530 328
807 956715455 1034189485 167
808 956715518 1036309951 1428
809 956715518 1034355258 1140
810 956715569 1017694394 169
811 956715597 1030043017 635
812 956715622 1037240221 829
813 956715622 1037239667 799
814 956715648 1035104391 300
815 956715676 1034197147 648
816 956715714 1035012861 329
817 956715805 1029651804 607
818 956715805 1034196976 739
819 956715834 1036962903 692
820 956715834 1037048808 847
821 956715865 1035209050 209
822 956715865 1033684657 797
823 956715865 1024169987 285
824 956715888 1022377675 121
825 956715888 1026550716 546
826 956715889 1021187766 163
827 956715942 1036310268 965
828 956715942 1037338594 850
829 956715942 1037469092 1622
830 956715966 1025998543 34
831 956715966 1037306444 367
832 956716016 1036962920 738
833 956716113 1034196898 402
834 956716113 1036310539 1162
835 956716132 1036310589 474
836 956716132 1029895070 424
837 956716157 1032648400 227
838 956716183 1017245294 43
839 956716207 1036310910 835
840 956716207 1029949051 252
841 956716262 1011635961 306
842 956716263 1032410741 530
843 956716294 1036310910 510
844 956716294 1023206465 237
845 956716294 1035779470 773
846 956716317 1034568287 198
847 956716374 1036310849 311
848 956716374 1037239350 572
849 956716407 1027277890 298
850 956716416 1027846502 239
851 956716416 1031911040 62
852 956716438 1036311348 564
853 956716438 1007973323 54
854 956716438 1036311744 384
855 956716445 1030992173 252
856 956716454 1036311424 410
857 956716474 1036962973 180
858 956716478 1030992989 316
859 956716497 1033956087 401
860 956716497 1036308857 374
861 956716516 1035917278 145
862 956716516 1019493021 219
863 956716516 1035406012 771
864 956716519 1026486130 104
865 956716519 1036311689 412
866 956716541 1025962871 303
867 956716541 1036725422 129
868 956716541 1030042351 372
869 956716557 1036308680 401
870 956716559 1021670205 20
871 956716559 1037423262 1152
872 956716559 1036310346 548
873 956716588 1036261021 476
874 956716596 1036258752 322
875 956716596 1037306384 280
876 956716596 1032133400 383
877 956716596 1035164991 653
878 956716627 1017441020 199
879 956716627 1036119379 710
880 956716655 1036709479 477
881 956716655 1036261478 716
882 956716684 1034352091 561
883 956716684 1017439935 153
884 956716684 1030254941 201
885 956716728 980625130 47
886 956716728 1002699034 31
887 956716780 1029644352 324
888 956716780 1036709506 906
889 956716780 1037434066 588
890 956716796 1023534022 204
891 956716860 1017696940 149
892 956716860 1035131544 129
893 956716860 1036966004 159
894 956716860 1036962874 440
895 956716928 1037240494 493
896 956716928 1029906485 682
897 956716928 1036298174 482
898 956716928 1036258930 52
899 956716928 1037239350 639
900 956716969 1037029383 179
901 956716997 1020749456 218
902 956716997 1019506187 36
903 956716997 1016256614 151
904 956717047 1037240227 191
905 956717047 1022012405 31
906 956717047 1034877632 441
907 956717047 1036310254 293
908 956717085 1036980599 799
909 956717085 1037240618 102
910 956717085 1036309172 1133
911 956717085 1030559221 144
912 956717085 1037048886 1484
913 956717085 1037240494 586
914 956717104 1036963098 1010
915 956717123 1036081724 310
916 956717123 1035666743 408
917 956717123 1017693559 182
918 956717154 1037239351 809
919 956717162 1036962155 1123
920 956717162 1036988154 990
921 956717193 1020450591 50
922 956717201 1036268980 280
923 956717201 1036310177 700
924 956717201 1037238942 142
925 956717236 1034915179 555
926 956717236 1006637769 10
927 956717236 1014410051 189
928 956717269 1022012867 67
929 956717269 1031075541 363
930 956717269 1034352463 1648
931 956717281 1018672458 319
932 956717309 1032409500 451
933 956717309 1025585635 565
934 956717309 1037338032 285
935 956717356 1036962278 485
936 956717356 1034895689 272
937 956717356 1036916309 470
938 956717356 1037468742 662
939 956717396 1029360125 580
940 956717396 1026933500 261
941 956717396 978981368 102
942 956717447 1036259561 169
943 956717447 1025322191 166
944 956717447 1037239349 1356
945 956717470 1037240504 200
946 956717486 1036724377 604
947 956717486 1036918419 1535
948 956717486 1036259714 544
949 956717487 1024823707 20
950 956717487 1032406481 269
951 956717498 1037344124 33
952 956717498 1036723803 258
953 956717526 1019949243 30
954 956717530 1036307972 935
955 956717530 1033796681 304
956 956717530 1028506771 235
957 956717530 1036823605 1344
958 956717530 1018300174 53
959 956717564 1014235828 154
960 956717573 1014170607 91
961 956717573 1036259791 467
962 956717573 1031610879 77
963 956717638 1037423687 942
964 956717638 1021670427 44
965 956717638 1036963010 295
966 956717638 1035297376 130
967 956717640 1030043633 219
968 956717669 1034355223 695
969 956717676 1016721871 143
970 956717676 1036307972 969
971 956717676 1032133866 176
972 956717700 1031334283 165
973 956717719 1036268980 233
974 956717719 1036310417 572
975 956717719 1036310520 266
976 956717719 1034034620 803
977 956717719 1035511313 792
978 956717755 1027917660 203
979 956717755 1023648112 178
980 956717755 1022015888 265
981 956717766 1036725550 476
982 956717766 1032134309 335
983 956717767 1031911040 223
984 956717774 1016250790 135
985 956717785 1031341708 1225
986 956717802 1030052326 242
987 956717804 1008143312 48
988 956717804 1036310163 517
989 956717804 1033847725 215
990 956717804 1028506037 263
991 956717833 1032652255 198
992 956717911 1037240680 515
993 956717962 1036915263 829
994 956717992 1030113011 592
995 956717997 1025192165 454
996 956718030 1036259910 1077
997 956718030 1033847510 692
998 956718092 1037240179 350
999 956718181 1024888328 251
1000 956718223 1009430424 68
1001 956718223 1030052684 737
1002 956718246 1035343533 96
1003 956718268 1037240494 1308
1004 956718288 1036260517 265
1005 956718405 1035131204 314
1006 956718439 1036081724 549
1007 956718466 1036310417 192
1008 956718472 1031537277 614
1009 956718527 1036725405 400
1010 956718542 1037025400 827
1011 956718577 1032648503 1216
1012 956718610 1032049751 435
1013 956718610 1028507536 625
1014 956718688 1036901988 1115
1015 956718700 1036709387 383
1016 956718700 1029907615 250
1017 956718700 1035673343 731
1018 956718787 1030160781 789
1019 956718787 1030053352 546
1020 956718797 1022014624 204
1021 956718797 1016721552 177
1022 956718797 1026010863 356
1023 956718821 1005594433 77
1024 956718824 1037423386 896
1025 956718827 1036308441 395
1026 956718866 1035918567 734
1027 956718866 1034479741 188
1028 956718908 1035666766 733
1029 956718919 1035915982 884
1030 956718933 1036310417 355
1031 956718940 1037239147 1107
1032 956718940 1029457919 637
1033 956718940 1031538036 563
1034 956718940 1032136995 613
1035 956718943 1022712801 95
1036 956718961 1031537954 293
1037 956718986 1037239667 504
1038 956719016 1029496064 117
1039 956719016 1032631882 680
1040 956719016 1029650143 1091
1041 956719042 1036308060 1643
1042 956719045 1031009119 202
1043 956719075 1029991281 432
1044 956719075 1030053471 350
1045 956719083 1037134542 63
1046 956719121 1031917653 372
1047 956719129 1028507716 356
1048 956719129 1030053050 331
1049 956719129 1026485748 273
1050 956719183 1025586012 304
1051 956719200 1032667227 519
1052 956719212 1032151721 540
1053 956719212 1030138980 801
1054 956719238 1035325435 698
1055 956719238 1036963229 354
1056 956719238 1030052696 696
1057 956719238 1036917955 552
